iter,loss,cos_to_init,cos_to_prev,eff_dim,lat_low,lat_mid,lat_high,ks_stat,ks_p,wasserstein1,kl_div,acorr_lag1,acorr_sum
574,0.010918,0.988381,1.000000,65570.679688,0.025667476,0.12460003,0.8497325,0.001229,0.927539,0.003057,0.000539,0.010124,0.069977
575,0.010918,0.988358,1.000000,65570.992188,0.025685342,0.12459943,0.84971523,0.001233,0.925874,0.003178,0.000544,0.010143,0.070082
576,0.010918,0.988334,1.000000,65571.289062,0.025703214,0.12459882,0.84969795,0.001215,0.933529,0.003003,0.000542,0.010163,0.070186
577,0.010918,0.988311,1.000000,65571.609375,0.025721062,0.12459823,0.8496807,0.001195,0.941393,0.001757,0.000547,0.010182,0.070290
578,0.010918,0.988287,1.000000,65571.921875,0.025738887,0.12459764,0.8496635,0.001189,0.943681,0.003532,0.000530,0.010201,0.070393
579,0.010918,0.988264,1.000000,65572.210938,0.025756687,0.12459702,0.8496463,0.001181,0.946518,0.004397,0.000529,0.010220,0.070497
580,0.010917,0.988241,1.000000,65572.531250,0.025774473,0.12459645,0.8496291,0.001181,0.946377,0.005238,0.000541,0.010239,0.070600
581,0.010917,0.988217,1.000000,65572.820312,0.025792237,0.12459588,0.8496119,0.001170,0.950378,0.002414,0.000544,0.010258,0.070703
582,0.010917,0.988194,1.000000,65573.132812,0.02580996,0.12459529,0.8495947,0.001167,0.951453,0.003488,0.000552,0.010277,0.070805
583,0.010917,0.988170,1.000000,65573.414062,0.025827667,0.124594726,0.8495776,0.001174,0.948879,0.001901,0.000545,0.010295,0.070907
584,0.010917,0.988147,1.000000,65573.718750,0.025845343,0.12459416,0.8495605,0.001162,0.953041,0.004438,0.000550,0.010314,0.071009
585,0.010917,0.988123,1.000000,65574.023438,0.025862982,0.124593616,0.8495434,0.001166,0.951734,0.004238,0.000544,0.010333,0.071111
586,0.010917,0.988100,1.000000,65574.312500,0.025880609,0.12459306,0.8495263,0.001160,0.953902,0.005796,0.000553,0.010352,0.071212
587,0.010917,0.988076,1.000000,65574.609375,0.025898207,0.12459251,0.8495093,0.001164,0.952384,0.004362,0.000543,0.010371,0.071313
588,0.010917,0.988052,1.000000,65574.890625,0.025915792,0.124591984,0.84949225,0.001162,0.953021,0.004782,0.000540,0.010390,0.071413
589,0.010916,0.988029,1.000000,65575.171875,0.025933338,0.12459145,0.8494752,0.001167,0.951432,0.002777,0.000551,0.010408,0.071514
590,0.010916,0.988005,1.000000,65575.476562,0.02595085,0.124590926,0.8494582,0.001161,0.953258,0.002876,0.000555,0.010427,0.071614
591,0.010916,0.987982,1.000000,65575.757812,0.025968354,0.124590404,0.8494413,0.001154,0.955832,0.003180,0.000554,0.010446,0.071714
592,0.010916,0.987958,1.000000,65576.039062,0.02598586,0.12458988,0.84942424,0.001168,0.951067,0.003701,0.000550,0.010465,0.071813
593,0.010916,0.987934,1.000000,65576.335938,0.026003342,0.12458938,0.84940726,0.001158,0.954470,0.002640,0.000549,0.010483,0.071913
594,0.010916,0.987911,1.000000,65576.593750,0.02602081,0.124588884,0.8493903,0.001163,0.952580,0.003806,0.000539,0.010502,0.072012
595,0.010916,0.987887,1.000000,65576.875000,0.026038207,0.12458838,0.8493734,0.001174,0.948900,0.007701,0.000533,0.010521,0.072110
596,0.010916,0.987863,1.000000,65577.171875,0.026055569,0.12458789,0.84935653,0.001189,0.943395,0.002779,0.000537,0.010539,0.072208
597,0.010915,0.987839,1.000000,65577.437500,0.026072897,0.12458741,0.8493397,0.001202,0.938370,0.002650,0.000546,0.010558,0.072306
598,0.010915,0.987816,1.000000,65577.726562,0.026090214,0.12458693,0.84932286,0.001208,0.935994,0.003391,0.000547,0.010577,0.072403
599,0.010915,0.987792,1.000000,65577.984375,0.026107507,0.124586456,0.849306,0.001213,0.934350,0.002569,0.000549,0.010595,0.072500
600,0.010915,0.987768,1.000000,65578.250000,0.026124798,0.124585986,0.84928924,0.001220,0.931151,0.003504,0.000546,0.010614,0.072597
601,0.010915,0.987744,1.000000,65578.539062,0.026142031,0.12458555,0.8492725,0.001231,0.926553,0.003739,0.000538,0.010632,0.072694
602,0.010915,0.987720,1.000000,65578.812500,0.026159238,0.124585085,0.8492557,0.001236,0.924196,0.003095,0.000537,0.010651,0.072790
603,0.010915,0.987697,1.000000,65579.062500,0.026176438,0.12458464,0.84923893,0.001239,0.923098,0.003028,0.000523,0.010669,0.072887
604,0.010915,0.987672,1.000000,65579.320312,0.026193658,0.124584176,0.8492222,0.001261,0.913144,0.003407,0.000522,0.010688,0.072983
605,0.010915,0.987648,1.000000,65579.578125,0.02621085,0.12458374,0.84920543,0.001271,0.908063,0.003828,0.000522,0.010706,0.073078
606,0.010914,0.987624,1.000000,65579.859375,0.026227986,0.1245833,0.84918875,0.001284,0.901579,0.003522,0.000538,0.010724,0.073173
607,0.010914,0.987601,1.000000,65580.117188,0.026245091,0.124582864,0.849172,0.001286,0.900626,0.004820,0.000541,0.010743,0.073268
608,0.010914,0.987577,1.000000,65580.390625,0.026262198,0.12458244,0.8491553,0.001286,0.900427,0.004534,0.000542,0.010761,0.073363
609,0.010914,0.987552,1.000000,65580.625000,0.026279323,0.12458202,0.8491386,0.001310,0.888271,0.003234,0.000546,0.010780,0.073457
610,0.010914,0.987528,1.000000,65580.875000,0.026296413,0.12458161,0.849122,0.001293,0.897178,0.003862,0.000541,0.010798,0.073552
611,0.010914,0.987504,1.000000,65581.125000,0.026313448,0.124581225,0.84910536,0.001298,0.894227,0.002766,0.000533,0.010816,0.073646
612,0.010914,0.987480,1.000000,65581.390625,0.026330471,0.12458082,0.84908867,0.001307,0.889882,0.002994,0.000520,0.010835,0.073739
613,0.010914,0.987456,1.000000,65581.625000,0.026347475,0.12458042,0.84907204,0.001306,0.890116,0.002276,0.000529,0.010853,0.073833
614,0.010913,0.987432,1.000000,65581.875000,0.026364498,0.12458003,0.84905547,0.001303,0.891806,0.003758,0.000517,0.010871,0.073933
615,0.010913,0.987408,1.000000,65582.109375,0.02638149,0.12457964,0.84903884,0.001299,0.893707,0.002466,0.000510,0.010890,0.074036
616,0.010913,0.987383,1.000000,65582.351562,0.026398467,0.12457926,0.8490222,0.001314,0.885800,0.002683,0.000515,0.010908,0.074139
617,0.010913,0.987359,1.000000,65582.593750,0.026415398,0.1245789,0.8490057,0.001296,0.895696,0.004004,0.000503,0.010926,0.074242
618,0.010913,0.987335,1.000000,65582.835938,0.026432293,0.124578536,0.8489892,0.001290,0.898572,0.002017,0.000497,0.010944,0.074344
619,0.010913,0.987311,1.000000,65583.078125,0.026449159,0.124578185,0.8489726,0.001277,0.905395,0.005048,0.000513,0.010963,0.074446
620,0.010913,0.987287,1.000000,65583.312500,0.026465982,0.12457784,0.8489562,0.001275,0.906389,0.003723,0.000508,0.010981,0.074547
621,0.010913,0.987262,1.000000,65583.539062,0.026482793,0.124577515,0.8489397,0.001261,0.912939,0.002659,0.000510,0.010999,0.074648
622,0.010913,0.987238,1.000000,65583.757812,0.026499558,0.12457717,0.8489233,0.001272,0.907714,0.005826,0.000490,0.011017,0.074749
623,0.010912,0.987213,1.000000,65583.992188,0.026516274,0.124576844,0.8489068,0.001262,0.912284,0.003139,0.000480,0.011035,0.074850
624,0.010912,0.987189,1.000000,65584.226562,0.026532993,0.12457653,0.8488905,0.001249,0.918404,0.002267,0.000475,0.011053,0.074950
625,0.010912,0.987164,1.000000,65584.453125,0.026549732,0.12457621,0.8488741,0.001259,0.913769,0.002227,0.000477,0.011071,0.075050
626,0.010912,0.987140,1.000000,65584.671875,0.026566416,0.124575906,0.8488577,0.001254,0.916019,0.003813,0.000477,0.011089,0.075150
627,0.010912,0.987116,1.000000,65584.890625,0.026583059,0.124575615,0.84884137,0.001248,0.919041,0.003487,0.000480,0.011107,0.075250
628,0.010912,0.987091,1.000000,65585.125000,0.026599657,0.12457531,0.84882504,0.001216,0.932919,0.006608,0.000472,0.011125,0.075349
629,0.010912,0.987067,1.000000,65585.343750,0.02661623,0.12457501,0.84880877,0.001206,0.936941,0.005704,0.000473,0.011143,0.075447
630,0.010912,0.987043,1.000000,65585.554688,0.026632817,0.12457473,0.84879243,0.001226,0.928825,0.002304,0.000471,0.011161,0.075546
631,0.010911,0.987018,1.000000,65585.757812,0.026649393,0.12457443,0.84877616,0.001218,0.932291,0.002819,0.000481,0.011179,0.075644
632,0.010911,0.986993,1.000000,65585.976562,0.026665937,0.124574155,0.8487599,0.001236,0.924244,0.002785,0.000469,0.011197,0.075742
633,0.010911,0.986969,1.000000,65586.187500,0.026682427,0.12457388,0.8487437,0.001245,0.920516,0.004521,0.000469,0.011215,0.075839
634,0.010911,0.986944,1.000000,65586.382812,0.026698919,0.12457361,0.84872746,0.001234,0.925187,0.002670,0.000477,0.011233,0.075937
635,0.010911,0.986919,1.000000,65586.585938,0.026715431,0.12457336,0.84871125,0.001245,0.920289,0.004648,0.000476,0.011250,0.076034
636,0.010911,0.986895,1.000000,65586.789062,0.026731879,0.12457308,0.84869504,0.001243,0.921407,0.004705,0.000483,0.011268,0.076131
637,0.010911,0.986870,1.000000,65587.000000,0.026748298,0.124572836,0.8486788,0.001239,0.923260,0.004597,0.000485,0.011286,0.076228
638,0.010911,0.986845,1.000000,65587.195312,0.026764674,0.1245726,0.8486627,0.001240,0.922612,0.004287,0.000494,0.011304,0.076324
639,0.010911,0.986821,1.000000,65587.375000,0.02678107,0.12457237,0.8486465,0.001242,0.921719,0.003459,0.000489,0.011321,0.076420
640,0.010910,0.986796,1.000000,65587.578125,0.026797453,0.12457213,0.8486304,0.001248,0.918901,0.003980,0.000495,0.011339,0.076516
641,0.010910,0.986771,1.000000,65587.765625,0.026813831,0.12457191,0.8486143,0.001255,0.915624,0.002675,0.000507,0.011357,0.076611
642,0.010910,0.986746,1.000000,65587.953125,0.026830174,0.12457166,0.8485982,0.001269,0.908948,0.003071,0.000518,0.011375,0.076707
643,0.010910,0.986722,1.000000,65588.148438,0.026846467,0.124571465,0.8485821,0.001286,0.900593,0.003902,0.000520,0.011392,0.076802
644,0.010910,0.986697,1.000000,65588.335938,0.026862709,0.12457124,0.84856606,0.001279,0.904309,0.004834,0.000515,0.011410,0.076896
645,0.010910,0.986672,1.000000,65588.523438,0.026878923,0.124571025,0.8485501,0.001248,0.919154,0.006351,0.000513,0.011428,0.076990
646,0.010910,0.986647,1.000000,65588.718750,0.026895123,0.124570824,0.84853405,0.001254,0.916363,0.003286,0.000506,0.011445,0.077084
647,0.010910,0.986622,1.000000,65588.890625,0.026911313,0.12457063,0.8485181,0.001250,0.917906,0.002532,0.000515,0.011463,0.077178
648,0.010910,0.986597,1.000000,65589.062500,0.026927523,0.12457044,0.84850204,0.001231,0.926682,0.004938,0.000512,0.011480,0.077272
649,0.010910,0.986572,1.000000,65589.242188,0.026943725,0.12457024,0.848486,0.001230,0.926987,0.003223,0.000511,0.011498,0.077366
650,0.010909,0.986547,1.000000,65589.421875,0.026959898,0.12457004,0.84847003,0.001221,0.930943,0.003914,0.000513,0.011515,0.077459
651,0.010909,0.986522,1.000000,65589.593750,0.02697608,0.12456986,0.84845406,0.001228,0.927742,0.003340,0.000516,0.011533,0.077552
652,0.010909,0.986497,1.000000,65589.757812,0.02699226,0.124569684,0.848438,0.001220,0.931336,0.003298,0.000527,0.011551,0.077645
653,0.010909,0.986472,1.000000,65589.921875,0.027008407,0.124569505,0.8484221,0.001220,0.931277,0.003653,0.000531,0.011568,0.077738
654,0.010909,0.986447,1.000000,65590.101562,0.027024511,0.12456933,0.84840614,0.001229,0.927442,0.003677,0.000529,0.011586,0.077831
655,0.010909,0.986422,1.000000,65590.273438,0.027040629,0.124569155,0.84839016,0.001237,0.923744,0.003176,0.000538,0.011603,0.077923
656,0.010909,0.986397,1.000000,65590.421875,0.02705674,0.124569006,0.84837425,0.001239,0.922844,0.002767,0.000532,0.011621,0.078015
657,0.010909,0.986371,1.000000,65590.593750,0.02707284,0.12456884,0.8483583,0.001228,0.928063,0.003541,0.000529,0.011638,0.078107
658,0.010909,0.986346,1.000000,65590.765625,0.027088894,0.12456869,0.8483424,0.001235,0.924915,0.002666,0.000531,0.011656,0.078198
659,0.010908,0.986321,1.000000,65590.914062,0.027104931,0.124568544,0.8483265,0.001238,0.923655,0.005803,0.000523,0.011673,0.078290
660,0.010908,0.986296,1.000000,65591.070312,0.02712095,0.124568395,0.84831065,0.001251,0.917757,0.005258,0.000531,0.011691,0.078381
661,0.010908,0.986270,1.000000,65591.218750,0.027136983,0.12456826,0.84829473,0.001257,0.914756,0.004011,0.000524,0.011708,0.078472
662,0.010908,0.986245,1.000000,65591.375000,0.027152967,0.12456813,0.8482789,0.001237,0.923936,0.002909,0.000535,0.011725,0.078563
663,0.010908,0.986219,1.000000,65591.539062,0.027168924,0.12456801,0.848263,0.001228,0.928067,0.003364,0.000525,0.011743,0.078653
664,0.010908,0.986194,1.000000,65591.671875,0.027184874,0.12456789,0.84824723,0.001218,0.932155,0.002611,0.000528,0.011760,0.078744
665,0.010908,0.986169,1.000000,65591.820312,0.027200786,0.12456778,0.84823143,0.001225,0.929307,0.002833,0.000529,0.011777,0.078833
666,0.010908,0.986143,1.000000,65591.976562,0.027216675,0.12456768,0.84821564,0.001243,0.921366,0.004227,0.000525,0.011795,0.078923
667,0.010908,0.986118,1.000000,65592.125000,0.027232531,0.1245676,0.8481999,0.001251,0.917835,0.004061,0.000525,0.011812,0.079012
668,0.010907,0.986092,1.000000,65592.257812,0.027248349,0.1245675,0.84818417,0.001261,0.913126,0.002292,0.000517,0.011829,0.079101
669,0.010907,0.986067,1.000000,65592.414062,0.02726415,0.12456742,0.84816843,0.001249,0.918723,0.006251,0.000513,0.011847,0.079190
670,0.010907,0.986041,1.000000,65592.546875,0.027279984,0.12456734,0.8481527,0.001238,0.923492,0.003333,0.000517,0.011864,0.079279
671,0.010907,0.986016,1.000000,65592.687500,0.02729586,0.12456725,0.8481369,0.001241,0.922068,0.004215,0.000503,0.011881,0.079368
672,0.010907,0.985990,1.000000,65592.828125,0.027311748,0.12456717,0.8481211,0.001242,0.921862,0.002568,0.000514,0.011898,0.079457
673,0.010907,0.985964,1.000000,65592.960938,0.027327621,0.12456709,0.84810525,0.001237,0.923869,0.002374,0.000505,0.011916,0.079545
674,0.010907,0.985939,1.000000,65593.093750,0.027343452,0.12456701,0.8480895,0.001239,0.922855,0.003737,0.000504,0.011933,0.079634
675,0.010907,0.985913,1.000000,65593.234375,0.027359283,0.124566965,0.8480738,0.001242,0.921678,0.002274,0.000495,0.011950,0.079722
676,0.010907,0.985887,1.000000,65593.359375,0.027375102,0.124566875,0.848058,0.001238,0.923547,0.004400,0.000498,0.011968,0.079810
677,0.010906,0.985862,1.000000,65593.484375,0.02739092,0.12456682,0.84804225,0.001225,0.928995,0.005694,0.000490,0.011985,0.079898
678,0.010906,0.985836,1.000000,65593.625000,0.027406732,0.124566786,0.8480265,0.001211,0.935072,0.004999,0.000485,0.012002,0.079985
679,0.010906,0.985810,1.000000,65593.742188,0.027422504,0.12456673,0.8480108,0.001204,0.937873,0.004003,0.000481,0.012019,0.080073
680,0.010906,0.985784,1.000000,65593.859375,0.027438262,0.1245667,0.84799504,0.001212,0.934451,0.004960,0.000465,0.012037,0.080161
681,0.010906,0.985758,1.000000,65593.984375,0.027454013,0.12456664,0.8479793,0.001217,0.932426,0.003025,0.000460,0.012054,0.080248
682,0.010906,0.985732,1.000000,65594.109375,0.027469754,0.12456661,0.84796363,0.001222,0.930611,0.003733,0.000460,0.012071,0.080335
683,0.010906,0.985706,1.000000,65594.234375,0.027485503,0.12456655,0.8479479,0.001229,0.927351,0.005195,0.000463,0.012088,0.080422
684,0.010906,0.985680,1.000000,65594.335938,0.027501218,0.124566525,0.8479322,0.001243,0.921415,0.003665,0.000465,0.012105,0.080508
685,0.010906,0.985654,1.000000,65594.468750,0.02751691,0.12456647,0.8479166,0.001251,0.917686,0.003983,0.000465,0.012122,0.080595
686,0.010905,0.985628,1.000000,65594.578125,0.027532613,0.124566466,0.8479009,0.001248,0.919114,0.003886,0.000471,0.012140,0.080681
687,0.010905,0.985602,1.000000,65594.703125,0.027548283,0.124566436,0.8478853,0.001251,0.917613,0.003043,0.000468,0.012157,0.080767
688,0.010905,0.985576,1.000000,65594.812500,0.027563935,0.12456643,0.84786963,0.001276,0.905737,0.004495,0.000471,0.012174,0.080853
689,0.010905,0.985550,1.000000,65594.921875,0.027579566,0.12456641,0.84785396,0.001294,0.896452,0.003212,0.000472,0.012191,0.080939
690,0.010905,0.985524,1.000000,65595.046875,0.02759519,0.1245664,0.8478384,0.001282,0.902918,0.002491,0.000472,0.012208,0.081024
691,0.010905,0.985497,1.000000,65595.140625,0.027610837,0.12456638,0.8478228,0.001282,0.902834,0.003295,0.000469,0.012225,0.081110
692,0.010905,0.985471,1.000000,65595.242188,0.027626468,0.1245664,0.84780717,0.001292,0.897414,0.004030,0.000474,0.012242,0.081195
693,0.010905,0.985445,1.000000,65595.343750,0.027642056,0.1245664,0.8477915,0.001301,0.893094,0.002668,0.000474,0.012259,0.081280
694,0.010905,0.985418,1.000000,65595.445312,0.027657624,0.1245664,0.84777594,0.001307,0.889865,0.002629,0.000476,0.012276,0.081365
695,0.010904,0.985392,1.000000,65595.539062,0.0276732,0.12456641,0.8477604,0.001290,0.898807,0.002762,0.000483,0.012293,0.081450
696,0.010904,0.985366,1.000000,65595.632812,0.027688751,0.124566436,0.84774476,0.001292,0.897472,0.003630,0.000472,0.012310,0.081534
697,0.010904,0.985339,1.000000,65595.734375,0.027704282,0.12456644,0.8477292,0.001286,0.900570,0.002760,0.000471,0.012328,0.081618
698,0.010904,0.985313,1.000000,65595.835938,0.027719812,0.12456647,0.8477137,0.001296,0.895460,0.003577,0.000475,0.012345,0.081702
699,0.010904,0.985287,1.000000,65595.929688,0.027735375,0.1245665,0.8476981,0.001284,0.901564,0.003014,0.000485,0.012362,0.081787
700,0.010904,0.985260,1.000000,65595.992188,0.027750945,0.12456653,0.84768254,0.001310,0.888114,0.002917,0.000481,0.012379,0.081871
701,0.010904,0.985234,1.000000,65596.085938,0.027766496,0.124566585,0.847667,0.001325,0.879744,0.002910,0.000481,0.012396,0.081955
702,0.010904,0.985207,1.000000,65596.187500,0.027782066,0.12456661,0.8476513,0.001334,0.875128,0.002701,0.000481,0.012413,0.082039
703,0.010904,0.985180,1.000000,65596.250000,0.027797664,0.12456664,0.8476357,0.001333,0.875684,0.004077,0.000471,0.012430,0.082123
704,0.010904,0.985153,1.000000,65596.343750,0.027813276,0.124566674,0.84762,0.001327,0.878952,0.003206,0.000469,0.012447,0.082207
705,0.010903,0.985126,1.000000,65596.406250,0.027828893,0.12456671,0.84760445,0.001312,0.886812,0.003514,0.000465,0.012464,0.082291
706,0.010903,0.985100,1.000000,65596.492188,0.027844481,0.12456676,0.8475888,0.001313,0.886683,0.004458,0.000463,0.012481,0.082375
707,0.010903,0.985073,1.000000,65596.578125,0.02786003,0.124566816,0.8475732,0.001330,0.877352,0.001758,0.000464,0.012498,0.082459
708,0.010903,0.985046,1.000000,65596.648438,0.027875567,0.124566875,0.8475576,0.001352,0.864514,0.003411,0.000454,0.012515,0.082542
709,0.010903,0.985019,1.000000,65596.718750,0.027891075,0.124566935,0.847542,0.001356,0.862114,0.003075,0.000456,0.012532,0.082625
710,0.010903,0.984993,1.000000,65596.789062,0.02790658,0.124566995,0.8475264,0.001373,0.852152,0.003291,0.000455,0.012549,0.082708
711,0.010903,0.984966,1.000000,65596.859375,0.027922051,0.12456707,0.8475109,0.001371,0.852900,0.002998,0.000453,0.012566,0.082791
712,0.010903,0.984939,1.000000,65596.929688,0.027937492,0.12456715,0.8474954,0.001380,0.847600,0.003303,0.000450,0.012583,0.082873
713,0.010903,0.984912,1.000000,65596.992188,0.027952947,0.12456722,0.8474798,0.001385,0.844833,0.003186,0.000450,0.012600,0.082956
714,0.010903,0.984885,1.000000,65597.054688,0.027968392,0.12456731,0.8474643,0.001374,0.851187,0.004748,0.000448,0.012617,0.083038
715,0.010902,0.984858,1.000000,65597.125000,0.02798383,0.12456739,0.84744877,0.001365,0.856893,0.003291,0.000450,0.012634,0.083120
716,0.010902,0.984831,1.000000,65597.195312,0.027999269,0.12456748,0.8474332,0.001373,0.851943,0.003844,0.000456,0.012651,0.083202
717,0.010902,0.984804,1.000000,65597.250000,0.028014744,0.124567546,0.84741765,0.001351,0.864853,0.002701,0.000464,0.012668,0.083284
718,0.010902,0.984776,1.000000,65597.296875,0.028030246,0.12456765,0.8474021,0.001368,0.854761,0.003007,0.000464,0.012685,0.083367
719,0.010902,0.984749,1.000000,65597.367188,0.028045686,0.12456774,0.8473866,0.001372,0.852814,0.004481,0.000469,0.012702,0.083448
720,0.010902,0.984722,1.000000,65597.429688,0.028061075,0.12456783,0.8473711,0.001395,0.838111,0.003088,0.000466,0.012719,0.083530
721,0.010902,0.984695,1.000000,65597.476562,0.028076464,0.124567926,0.8473556,0.001373,0.852208,0.002289,0.000475,0.012736,0.083611
722,0.010902,0.984668,1.000000,65597.523438,0.028091885,0.124568015,0.8473401,0.001361,0.858856,0.002495,0.000470,0.012753,0.083692
723,0.010902,0.984640,1.000000,65597.578125,0.02810731,0.12456811,0.84732455,0.001356,0.861836,0.002687,0.000461,0.012770,0.083774
724,0.010901,0.984613,1.000000,65597.625000,0.028122732,0.124568224,0.84730905,0.001366,0.856156,0.003122,0.000466,0.012787,0.083855
725,0.010901,0.984585,1.000000,65597.664062,0.028138122,0.124568336,0.84729356,0.001380,0.847508,0.001808,0.000469,0.012803,0.083936
726,0.010901,0.984558,1.000000,65597.710938,0.028153516,0.124568455,0.847278,0.001381,0.847059,0.003664,0.000465,0.012820,0.084017
727,0.010901,0.984531,1.000000,65597.734375,0.028168894,0.12456856,0.8472625,0.001391,0.840985,0.003569,0.000480,0.012837,0.084098
728,0.010901,0.984503,1.000000,65597.789062,0.028184304,0.12456868,0.84724706,0.001396,0.837335,0.004717,0.000474,0.012854,0.084179
729,0.010901,0.984475,1.000000,65597.820312,0.0281997,0.12456879,0.8472315,0.001396,0.837578,0.003408,0.000469,0.012871,0.084259
730,0.010901,0.984448,1.000000,65597.859375,0.028215053,0.12456893,0.847216,0.001403,0.833132,0.003378,0.000463,0.012888,0.084340
731,0.010901,0.984420,1.000000,65597.898438,0.028230416,0.124569066,0.8472005,0.001408,0.829844,0.004132,0.000472,0.012905,0.084420
732,0.010901,0.984393,1.000000,65597.937500,0.028245784,0.1245692,0.84718496,0.001410,0.828657,0.002913,0.000465,0.012922,0.084500
733,0.010900,0.984365,1.000000,65597.953125,0.028261162,0.12456935,0.84716946,0.001411,0.828235,0.002683,0.000464,0.012939,0.084580
734,0.010900,0.984337,1.000000,65597.984375,0.028276509,0.12456948,0.84715396,0.001420,0.822360,0.003681,0.000470,0.012956,0.084660
735,0.010900,0.984309,1.000000,65598.031250,0.028291875,0.124569625,0.84713846,0.001431,0.814737,0.004766,0.000462,0.012973,0.084741
736,0.010900,0.984282,1.000000,65598.070312,0.02830722,0.12456977,0.84712297,0.001440,0.808769,0.003701,0.000453,0.012989,0.084820
737,0.010900,0.984254,1.000000,65598.085938,0.028322557,0.12456992,0.84710747,0.001453,0.800051,0.003382,0.000443,0.013006,0.084900
738,0.010900,0.984226,1.000000,65598.101562,0.028337931,0.124570094,0.847092,0.001452,0.801202,0.002381,0.000443,0.013023,0.084980
739,0.010900,0.984198,1.000000,65598.132812,0.028353263,0.12457024,0.8470765,0.001451,0.801472,0.002567,0.000447,0.013040,0.085059
740,0.010900,0.984170,1.000000,65598.156250,0.028368555,0.1245704,0.8470611,0.001467,0.790541,0.002597,0.000449,0.013057,0.085139
741,0.010900,0.984142,1.000000,65598.179688,0.028383866,0.12457057,0.8470456,0.001479,0.782423,0.003556,0.000449,0.013074,0.085218
742,0.010900,0.984114,1.000000,65598.203125,0.028399145,0.124570735,0.8470301,0.001478,0.783225,0.003944,0.000441,0.013091,0.085297
743,0.010899,0.984086,1.000000,65598.226562,0.02841442,0.12457091,0.84701467,0.001492,0.772973,0.004516,0.000441,0.013108,0.085376
744,0.010899,0.984058,1.000000,65598.234375,0.028429708,0.124571085,0.84699917,0.001474,0.786018,0.005680,0.000441,0.013124,0.085455
745,0.010899,0.984030,1.000000,65598.265625,0.02844497,0.124571264,0.84698373,0.001467,0.790810,0.004435,0.000441,0.013141,0.085534
746,0.010899,0.984002,1.000000,65598.273438,0.028460234,0.12457145,0.84696835,0.001464,0.792567,0.004448,0.000439,0.013158,0.085612
747,0.010899,0.983973,1.000000,65598.281250,0.028475495,0.12457163,0.8469529,0.001457,0.797341,0.002755,0.000442,0.013175,0.085691
748,0.010899,0.983945,1.000000,65598.289062,0.028490752,0.12457179,0.8469374,0.001443,0.806787,0.005260,0.000438,0.013192,0.085769
749,0.010899,0.983917,1.000000,65598.312500,0.028506003,0.12457198,0.846922,0.001443,0.806718,0.003024,0.000436,0.013208,0.085847
750,0.010899,0.983889,1.000000,65598.328125,0.028521264,0.12457216,0.8469066,0.001456,0.798026,0.003317,0.000433,0.013225,0.085925
751,0.010899,0.983860,1.000000,65598.335938,0.028536512,0.12457234,0.84689116,0.001467,0.791001,0.004097,0.000438,0.013242,0.086003
752,0.010899,0.983832,1.000000,65598.359375,0.028551722,0.12457252,0.8468757,0.001468,0.789996,0.004160,0.000437,0.013259,0.086081
753,0.010899,0.983803,1.000000,65598.382812,0.02856689,0.12457273,0.8468604,0.001479,0.782579,0.003134,0.000428,0.013276,0.086158
754,0.010898,0.983775,1.000000,65598.382812,0.028582115,0.12457293,0.846845,0.001505,0.764165,0.004711,0.000420,0.013292,0.086236
755,0.010898,0.983746,1.000000,65598.390625,0.02859734,0.12457312,0.8468295,0.001510,0.760870,0.003067,0.000415,0.013309,0.086313
756,0.010898,0.983718,1.000000,65598.382812,0.028612556,0.12457333,0.84681416,0.001521,0.752894,0.003536,0.000420,0.013326,0.086391
757,0.010898,0.983689,1.000000,65598.390625,0.028627776,0.12457353,0.84679866,0.001527,0.748316,0.003043,0.000419,0.013343,0.086468
758,0.010898,0.983661,1.000000,65598.390625,0.028643021,0.12457373,0.8467833,0.001504,0.764586,0.003394,0.000418,0.013360,0.086546
759,0.010898,0.983632,1.000000,65598.398438,0.028658278,0.12457394,0.8467678,0.001514,0.757356,0.003398,0.000420,0.013376,0.086623
760,0.010898,0.983603,1.000000,65598.414062,0.028673494,0.12457413,0.8467524,0.001525,0.750091,0.003211,0.000414,0.013393,0.086700
761,0.010898,0.983575,1.000000,65598.390625,0.02868873,0.12457433,0.8467369,0.001539,0.739474,0.004076,0.000407,0.013410,0.086777
762,0.010898,0.983546,1.000000,65598.398438,0.028703911,0.12457455,0.84672153,0.001547,0.733551,0.002449,0.000408,0.013427,0.086854
763,0.010898,0.983517,1.000000,65598.390625,0.028719073,0.12457474,0.84670615,0.001544,0.735791,0.005062,0.000402,0.013443,0.086931
764,0.010897,0.983488,1.000000,65598.390625,0.02873424,0.12457498,0.8466908,0.001534,0.743309,0.002974,0.000403,0.013460,0.087007
765,0.010897,0.983459,1.000000,65598.390625,0.028749367,0.1245752,0.8466754,0.001542,0.737656,0.005235,0.000400,0.013477,0.087084
766,0.010897,0.983430,1.000000,65598.382812,0.028764457,0.124575414,0.84666014,0.001541,0.738082,0.004802,0.000400,0.013494,0.087159
767,0.010897,0.983401,1.000000,65598.390625,0.028779559,0.12457565,0.84664476,0.001560,0.724492,0.005294,0.000386,0.013510,0.087235
768,0.010897,0.983373,1.000000,65598.375000,0.028794648,0.12457589,0.84662944,0.001564,0.721552,0.005143,0.000394,0.013527,0.087311
769,0.010897,0.983343,1.000000,65598.359375,0.028809765,0.12457612,0.8466141,0.001594,0.699195,0.003264,0.000405,0.013544,0.087387
