iter,loss,cos_to_init,cos_to_prev,eff_dim,lat_low,lat_mid,lat_high,ks_stat,ks_p,wasserstein1,kl_div,acorr_lag1,acorr_sum,psnr,ssim,lpips
363,0.010954,0.993481,1.000000,65522.035156,0.020506298,0.12495103,0.8545427,0.001535,0.742824,0.004579,0.000560,0.004742,0.035665,,,
364,0.010953,0.993459,1.000000,65522.097656,0.02052962,0.12494888,0.8545215,0.001532,0.744760,0.004002,0.000565,0.004766,0.035825,,,
365,0.010953,0.993436,1.000000,65522.152344,0.020552916,0.12494674,0.85450035,0.001530,0.746375,0.003146,0.000572,0.004790,0.035984,,,
366,0.010953,0.993414,1.000000,65522.222656,0.020576179,0.12494458,0.8544792,0.001515,0.756640,0.004076,0.000579,0.004814,0.036142,,,
367,0.010953,0.993392,1.000000,65522.285156,0.020599416,0.12494245,0.85445815,0.001528,0.747804,0.005238,0.000581,0.004838,0.036301,,,
368,0.010952,0.993370,1.000000,65522.363281,0.02062262,0.124940306,0.85443705,0.001531,0.745517,0.004164,0.000591,0.004862,0.036459,,,
369,0.010952,0.993348,1.000000,65522.433594,0.020645792,0.12493818,0.8544161,0.001521,0.752475,0.002713,0.000600,0.004886,0.036616,,,
370,0.010952,0.993326,1.000000,65522.503906,0.020668928,0.12493607,0.85439503,0.001519,0.754472,0.005719,0.000602,0.004909,0.036773,24.966682,0.613832,0.107149
371,0.010952,0.993304,1.000000,65522.574219,0.02069203,0.124933936,0.85437405,0.001529,0.747065,0.002627,0.000596,0.004933,0.036930,,,
372,0.010951,0.993281,1.000000,65522.644531,0.020715104,0.124931835,0.8543531,0.001520,0.753117,0.004682,0.000589,0.004957,0.037086,,,
373,0.010951,0.993260,1.000000,65522.722656,0.020738143,0.12492972,0.85433215,0.001536,0.741692,0.002774,0.000585,0.004980,0.037241,,,
374,0.010951,0.993237,1.000000,65522.785156,0.020761149,0.12492762,0.85431117,0.001531,0.745295,0.003714,0.000595,0.005004,0.037397,,,
375,0.010951,0.993216,1.000000,65522.871094,0.020784121,0.12492552,0.8542903,0.001546,0.734324,0.002806,0.000594,0.005028,0.037551,,,
376,0.010951,0.993193,1.000000,65522.941406,0.020807061,0.12492344,0.8542695,0.001544,0.735979,0.003187,0.000612,0.005051,0.037706,,,
377,0.010950,0.993171,1.000000,65523.019531,0.020829964,0.12492136,0.8542487,0.001548,0.733339,0.002575,0.000606,0.005075,0.037860,,,
378,0.010950,0.993149,1.000000,65523.113281,0.02085283,0.12491929,0.8542279,0.001539,0.739934,0.002691,0.000604,0.005098,0.038013,,,
379,0.010950,0.993127,1.000000,65523.175781,0.020875655,0.124917224,0.85420716,0.001532,0.744894,0.005492,0.000605,0.005122,0.038166,,,
380,0.010950,0.993105,1.000000,65523.261719,0.020898435,0.12491516,0.8541864,0.001508,0.762250,0.004807,0.000605,0.005145,0.038318,24.944768,0.6110296,0.106994
381,0.010949,0.993082,1.000000,65523.347656,0.020921173,0.124913126,0.85416573,0.001496,0.770752,0.002069,0.000603,0.005169,0.038470,,,
382,0.010949,0.993061,1.000000,65523.441406,0.020943861,0.124911085,0.85414505,0.001498,0.769257,0.002896,0.000604,0.005192,0.038624,,,
383,0.010949,0.993038,1.000000,65523.527344,0.020966511,0.12490906,0.8541245,0.001489,0.775207,0.003050,0.000591,0.005215,0.038783,,,
384,0.010949,0.993016,1.000000,65523.597656,0.020989105,0.124907024,0.85410386,0.001519,0.753959,0.004512,0.000573,0.005238,0.038942,,,
385,0.010949,0.992994,1.000000,65523.691406,0.021011645,0.12490501,0.85408336,0.001539,0.739392,0.003058,0.000571,0.005262,0.039101,,,
